occurrence_no,reference_no,ref_author,ref_pubyr,paper_title,paper_authors,paper_publication_year,author_institutions,paper_abstract,enrichment_sources,best_match_score
1421831,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421832,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421833,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421834,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421835,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421836,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421837,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421838,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421839,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421840,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421841,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421842,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421843,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421844,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421845,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421846,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421847,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421848,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421849,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421850,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421851,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421852,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421853,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421854,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421855,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421856,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421857,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421858,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421859,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421860,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421861,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421862,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1421863,67309,Henderson 1983,1983,"Early Ordovician faunas from the Mount Windsor Subrovince, northeastern Queensland",R. A. Henderson,1983,,,pbdb_ref,0.465
1425976,67524,Owen 1882,1882,"On an Extinct Chelonian Reptile (Notochelys costata, Owen), from Australia",R. Owen,1882,,,pbdb_ref;semantic_scholar,1.000
1428083,64222,Thomson and Mackness 1999,1999,"Fossil turtles from the early Pliocene Bluff Downs Local Fauna, with a description of a new species of Elseya",S. A. Thomson; B. Mackness,1999,,(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,pbdb_ref;openalex,1.000
1488840,43274,Woodward 1892,1892,"Note on a New Decapodous Crustacean, Prosopon Etheridgei, H. Woodw., From the Cretaceous of Queensland",H. Woodward,1892,Australian Museum; British Museum,"to compare the drawing of the carapace of a new crustacean, from the Cretaceous beds of Queensland, I have much pleasure in stating the result of my examination of the figure of this interesting form.",pbdb_ref;openalex,1.000
1489879,71375,Molnar 2010,2010,Taphonomic observations on eastern Australian Cretaceous sauropods,R. E. Molnar,2010,Museum Of Northern Arizona,"Cretaceous (Albian–Cenomanian) sauropod body fossils are known from the Eromanga Basin of central Queensland and Surat Basin of northern New South Wales/southeastern Queensland. Most bones are uncrushed and undistorted. Associated components of the caudal and forelimb skeleton are dominant in current collections and probably derived from more complete skeletons now lost to erosion, or yet to be exposed. Dorsal and cervical vertebrae have rarely been reported and no cranial material has yet been found. None of the Australian sauropod remains shows evidence of predation or scavenging, but at least two specimens of Wintonotitan wattsi were intimately associated with plant macrofossils allowing limited inference of their postmortem environments.",pbdb_ref;openalex,1.000
1500681,42917,Runnegar 1967,1967,Desmodont bivalves from the Permian of eastern Australia,B. Runnegar,1967,,,pbdb_ref;crossref,0.667
1506508,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506509,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506510,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506512,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506513,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506514,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506515,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506516,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506517,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506518,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506519,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506520,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506521,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506522,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506523,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506524,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506525,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506526,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506527,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506528,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506530,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506531,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506532,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506533,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506534,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506535,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506536,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506537,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506538,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506539,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506540,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506541,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506542,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506543,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506544,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506545,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506546,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506547,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506548,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506549,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506550,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506551,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506552,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1506553,72520,Hocknull et al. 2020,2020,Extinction of eastern Sahul megafauna coincides with sustained environmental deterioration,S. A. Hocknull; R. Lewis,2020,,,pbdb_ref,0.950
1522264,73510,Fuchs 2019,2019,"Eromangateuthis n. gen., a new genus for a late Albian gladius-bearing giant octobrachian (Cephalopoda: Coleoidea)",D. Fuchs,2019,Bayerische Staatssammlung für Paläontologie und Geologie; University of Kansas,"(Tithonian), and Boreopeltis smithi Fuchs & Larson, 2011 (Cenomanian) is fundamentally different from Boreopeltis soniae Wade, 1993 (Aptian). I therefore propose Eromangateuthis n. gen. in order to accommodate Eromangateuthis soniae",pbdb_ref;openalex,1.000
1522265,73510,Fuchs 2019,2019,"Eromangateuthis n. gen., a new genus for a late Albian gladius-bearing giant octobrachian (Cephalopoda: Coleoidea)",D. Fuchs,2019,Bayerische Staatssammlung für Paläontologie und Geologie; University of Kansas,"(Tithonian), and Boreopeltis smithi Fuchs & Larson, 2011 (Cenomanian) is fundamentally different from Boreopeltis soniae Wade, 1993 (Aptian). I therefore propose Eromangateuthis n. gen. in order to accommodate Eromangateuthis soniae",pbdb_ref;openalex,1.000
1528717,73904,Bartholomai 2008,2008,"Lower Cretaceous chimaeroids (Chondrichthyes: Holocephali) from the Great Artesian Basin, Australia",A. Bartholomai,2008,,(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,pbdb_ref;openalex,1.000
1528718,73904,Bartholomai 2008,2008,"Lower Cretaceous chimaeroids (Chondrichthyes: Holocephali) from the Great Artesian Basin, Australia",A. Bartholomai,2008,,(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,pbdb_ref;openalex,1.000
1528719,73904,Bartholomai 2008,2008,"Lower Cretaceous chimaeroids (Chondrichthyes: Holocephali) from the Great Artesian Basin, Australia",A. Bartholomai,2008,,(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,pbdb_ref;openalex,1.000
1540661,73967,Poropat et al. 2020,2020,"Osteology of the wide-hipped titanosaurian sauropod dinosaur Savannasaurus elliottorum from the Upper Cretaceous Winton Formation of Queensland, Australia",S. F. Poropat; P. D. Mannion,2020,Australian Museum; Swinburne University of Technology; University College London,"The titanosaurian sauropod dinosaur Savannasaurus elliottorum is represented by a partial postcranial skeleton from the lower Upper Cretaceous (Cenomanian–lowermost Turonian) Winton Formation of Queensland, northeast Australia. Here, we present a detailed description of this specimen, as well as an emended diagnosis for this titanosaur. Savannasaurus elliottorum displays numerous character states that are generally regarded as plesiomorphic for Titanosauria, as well as several traits that are often regarded as apomorphic of that clade or a less inclusive subset thereof. Several features of Savannasaurus support a close relationship with the coeval Diamantinasaurus matildae, and this clade appears to occupy an early-branching position within Titanosauria. Relative to body size, the thoracic and abdominal breadth of Savannasaurus is greater than that seen in giant titanosaurs such as the contemporaneous South American lognkosaurians; however, this relative breadth is not quite as extreme as that of the small-bodied latest Cretaceous saltasaurines, or Opisthocoelicaudia skarzynskii. The possible advantages engendered by the barrel-shaped thorax, robust limbs, wide-gauge gait, and lack of hyposphene-hypantrum articulations are explored, and it is hypothesized that these traits were positively selected by the wet, temperate floodplain environment in which Savannasaurus lived. Greater stability and flexibility might have reduced the risk of bogging, and/or facilitated more expedient self-extraction from muddy waterholes. Similar environmental pressures acting upon other titanosaurian taxa or clades elsewhere might have led to the repeated independent development, or accentuation, of the bauplan regarded as ‘typical’ for the clade Titanosauria. This would explain the many observed convergences between Savannasaurus and Diamantinasaurus, and Saltasauridae.",pbdb_ref;openalex,0.990
