"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&cc=AUS&lngmin=142&lngmax=148.5&latmin=-18.6&latmax=-23.9&pgm=gplates,scotese,seton&pgs=early,mid,late&show=full,genus,subgenus,strat,lith,env,resgroup"
"Access Time","Sun 2026-03-22 01:34:47 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","lngmin","142"
"","lngmax","148.5"
"","latmin","-18.6"
"","latmax","-23.9"
"","pgm","gplates,scotese,seton"
"","pgs","early,mid,late"
"","cc","AUS"
"","timerule","major"
"","taxon_status","all"
"","show","full,genus,subgenus,strat,lith,env,resgroup"
"Elapsed Time","0.116"
"Records Found","2068"
"Records Returned","2068"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","container_no","collection_aka","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleoage_b","paleolng_b","paleolat_b","paleoage_c","paleolng_c","paleolat_c","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleoage2_b","paleolng2_b","paleolat2_b","paleoage2_c","paleolng2_c","paleolat2_c","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","paleoage3_b","paleolng3_b","paleolat3_b","paleoage3_c","paleolng3_c","paleolat3_c","cc","protected","direct_ma_value","direct_ma_error","direct_ma_unit","direct_ma_method","max_ma_value","max_ma_error","max_ma_unit","max_ma_method","min_ma_value","min_ma_error","min_ma_unit","min_ma_method","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","size_classes","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","research_group","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","genus","formation","geological_group","member","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","research_group"
"95579","occ","","","7192","Gastropoda indet.","class","8304","","Gastropoda","","class","8304","Emsian","","410.62","393.47","Parfrey 1989","1989","452","Mollusca","Gastropoda","","","","","","","143.000000","-22.000000","","Ukalunda Beds, Mount Coolon, Central Queensland, Australia","","GSQ L2765","AU","Queensland","","based on political unit","degrees","","","small collection","fossils collected from the northern tributary of Boundary Creek, in the Ukalunda beds GR 009 539 (metric) Mt. Coolon 1:1000000 sheet (8355)","gplates","801","early","121.11","-17.64","mid","124.18","-19.29","late","126.08","-19.76","scotese","801","early","165.18","-3.99","mid","162.43","-8.44","late","157.00","-11.32","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Ukalunda","","","group of beds","","","","","","","","","","","","no lithology given","","","","","","","","","","","marine indet.","","","","","","","","","","","body,cast","","","","","","","","","","","","","biostratigraphic","field collection","","","","","","","","","marine invertebrate","","","actively mobile","epifaunal","limited","","","","","aragonite","","","","","Ukalunda","","","no lithology given","","","","","","","","","","","marine invertebrate"
"95580","occ","","","7192","Crinoidea indet.","class","31590","","Crinoidea","","class","31590","Emsian","","410.62","393.47","Parfrey 1989","1989","452","Echinodermata","Crinoidea","","","","","","","143.000000","-22.000000","crinoid stems","Ukalunda Beds, Mount Coolon, Central Queensland, Australia","","GSQ L2765","AU","Queensland","","based on political unit","degrees","","","small collection","fossils collected from the northern tributary of Boundary Creek, in the Ukalunda beds GR 009 539 (metric) Mt. Coolon 1:1000000 sheet (8355)","gplates","801","early","121.11","-17.64","mid","124.18","-19.29","late","126.08","-19.76","scotese","801","early","165.18","-3.99","mid","162.43","-8.44","late","157.00","-11.32","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Ukalunda","","","group of beds","","","","","","","","","","","","no lithology given","","","","","","","","","","","marine indet.","","","","","","","","","","","body,cast","","","","","","","","","","","","","biostratigraphic","field collection","","","","","","","","","marine invertebrate","marine","","stationary, attached","upper-level epifaunal","blind","suspension feeder","dispersal=water,planktonic","accretion,addition of parts","LIFE HISTORY: Erect and surficial, non-motile attached, suspension feeder according to Bambach et al (2007); low-upper level tiering according to Bottjer & Ausich (1986); placed in upper-level epifaunal tier.","high Mg calcite","","","","","Ukalunda","","","no lithology given","","","","","","","","","","","marine invertebrate"
"96003","occ","","","7210","Cyathophyllum arborescens","genus","5338","species not entered","Cyathophyllum","","genus","5338","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Stauriida","Cyathophyllidae","Cyathophyllum","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Cyathophyllum","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96004","occ","","","7210","Acanthophyllum clermontense","species","180736","","Acanthophyllum clermontense","","species","180734","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Stauriida","Ptenophyllidae","Acanthophyllum","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Acanthophyllum","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96005","occ","","","7210","Lyrielasma aggregatum","genus","5607","species not entered","Lyrielasma","","genus","5607","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Stauriida","Ptenophyllidae","Lyrielasma","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Lyrielasma","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96006","occ","","","7210","Xystriphyllum dunstani","species","180729","","Xystriphyllum dunstani","","species","180728","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Stauriida","Ptenophyllidae","Xystriphyllum","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Xystriphyllum","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96007","occ","","","7210","Xystriphyllum sp.","genus","6067","","Xystriphyllum","","genus","6067","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Stauriida","Ptenophyllidae","Xystriphyllum","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Xystriphyllum","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96008","occ","","","7210","Australophyllum cyathophylloides","species","180718","","Australophyllum cyathophylloides","","species","180717","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Stauriida","Ptenophyllidae","Australophyllum","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Australophyllum","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96009","occ","","","7210","Fasciphyllum rugosum n. sp.","genus","5440","species not entered","Fasciphyllum","","genus","5440","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Stauriida","Fasciphyllidae","Fasciphyllum","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Fasciphyllum","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96010","occ","","","7210","Favosites goldfussi","species","208195","","Favosites goldfussi","","species","208195","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Favositida","Favositidae","Favosites","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder, photosymbiotic","","","","low Mg calcite","","","","Favosites","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96011","occ","","","7210","Favosites duni","genus","4880","species not entered","Favosites","","genus","4880","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Favositida","Favositidae","Favosites","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder, photosymbiotic","","","","low Mg calcite","","","","Favosites","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96012","occ","","","7210","Squameofavosites bryani","genus","5058","species not entered","Squameofavosites","","genus","5058","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Favositida","Favositidae","Squameofavosites","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder, photosymbiotic","","","","low Mg calcite","","","","Squameofavosites","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96013","occ","","","7210","Squameofavosites nitidus","genus","5058","species not entered","Squameofavosites","","genus","5058","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Favositida","Favositidae","Squameofavosites","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder, photosymbiotic","","","","low Mg calcite","","","","Squameofavosites","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96014","occ","","","7210","Thamnopora plumosa","genus","5086","species not entered","Thamnopora","","genus","5086","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Favositida","Pachyporidae","Thamnopora","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder, photosymbiotic","","","","low Mg calcite","","","","Thamnopora","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
"96015","occ","","","7210","Thamnopora randsi n. sp.","genus","5086","species not entered","Thamnopora","","genus","5086","Emsian","","410.62","393.47","Jell and Hill 1970","1970","457","Cnidaria","Anthozoa","Favositida","Pachyporidae","Thamnopora","","","","147.633331","-22.900000","","Douglas Creek Formation, Clermont District, Queensland, Australia","","","AU","Queensland","Clermont","","minutes","","","local area","Two localities were collected and findings were combined into one faunal list.  Entered information above for Locality 1.  Additional information follows---locality 1:Portion 73, Parish Copperfield, County Clermont; 0.5 miles NE of Douglas Creek Homestead, 5 miles S-SW of Clermont, central Queensland.  Locality 2: Portion 85, Parish Copperfield, County Clermont; 0.5 miles SW of Douglas Creek Homestead, 6.5 miles S-SW of Clermont, central Queensland, lat 22 54'S, long 147 37'E","gplates","801","early","125.70","-17.68","mid","128.81","-19.04","late","130.70","-19.28","scotese","801","early","169.27","-2.42","mid","166.64","-7.10","late","161.30","-10.18","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Douglas Creek Limestone","","","group of beds","","","","","","","","","","","","limestone","""limestone""","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","biostratigraphic","peel or thin section,field collection","","","","","","","","","marine invertebrate","","","stationary, attached","epifaunal","blind","suspension feeder, photosymbiotic","","","","low Mg calcite","","","","Thamnopora","Douglas Creek Limestone","","","limestone","""limestone""","","","","","","","","","","marine invertebrate"
